,source,target,value
2792,Chishima,Tenten,1
2793,Chishima,Ninja,1
2794,Nine-Tailed,Shizune,1
2795,Choji,Crow,1
2796,Old,Pervy,1
2797,Shukaku,the,1
2798,Shizune,lruka,1
2799,Yoroi,the,1
2800,Amachi,Toad,1
2801,Anko,Isaribi,1
2802,Shino,–,1
2803,Anko,Genin,1
2804,Shinobi,Tsunade,1
2805,Anko,Gekko,1
2806,Anbu,Sakura,1
2807,Shisou,Tsunade,1
2808,Anbu,Naruto,1
2809,Anbu,Lee,1
2810,Shizune,Temari,1
2811,Anko,Ninjas,1
2812,Shikamaru,that,1
2813,Shikamaru,roger,1
2814,Anko,Obito,1
2815,Shikaku,Tsunade,1
2816,Aoi,The,1
2817,Aoi,Shinobi,1
2818,Anko,Jutsu,1
2819,Anko,Kabuto,1
2820,Anko,Kakashi,1
2821,Agira,Gensho,1
2822,ZABUSA,–,1
2823,a,the,1
2824,ding-dong-ding,–Tsukiko?,1
2825,Agira,Rokkaku,1
2826,Agira,Jako,1
2827,Agira,Guy,1
2828,hitsuji,tatsu,1
2829,Agari,Tsunade,1
2830,Shino,Unkai,1
2831,Zaku,the,1
2832,Ranmaru,Zabuza,1
2833,Akatsuki,Kisame,1
2834,The,bunny,1
2835,Shino,Tobei,1
2836,Anko,Konohamaru,1
2837,Shino,Uchiha,1
2838,Shikamaru,Shukaku,1
2839,Shikamaru,Suiko,1
2840,Aoi,Oli,1
2841,Akimichi,Kiba,1
2842,Temari,a,1
2843,Amachi,Anko,1
2844,Tenten,Tsunade,1
2845,Amachi,Naruto,1
2846,Tenten,Uzumaki,1
2847,Akio,Gon,1
2848,Akimichi,Shikamaru,1
2849,The,Todoroki,1
2850,Temari,Tsunade,1
2851,The,Tonton,1
2852,The,Tsuzumi,1
2853,The,Yurinojou,1
2854,Akatsuki,Roger,1
2855,Akio,na,1
2856,Toad,that,1
2857,Tazuna,The,1
2858,Temari,Tyson,1
2859,Amachi,Genin,1
2860,Aoi,Jelly,1
2861,Shikamaru,Zaku,1
2862,Shikamaru,Third,1
2863,Anbu,Kazekage,1
2864,Aoi,Fukusuke,1
2865,Anko,the,1
2866,Anko,Shino,1
2867,Shikamaru,Udon,1
2868,Shikamaru,Yurinojou,1
2869,Shikamaru,a,1
2870,Amachi,Hitode,1
2871,Shikamaru,fatso,1
2872,Anko,Roger,1
2873,Shikamaru,Tunneling,1
2874,Shizune,Tonton,1
2875,Anbu,Kakashi,1
2876,Anbu,Hinata,1
2877,Tazuna,squirt,1
2878,Chief,Isaribi,1
2879,Ole,Orochimaru,1
2880,Chidori,Uchiha,1
2881,Chidori,Orochimaru,1
2882,Orochimaru,lt,1
2883,Orochimaru,a,1
2884,Pervy,Rasengan,1
2885,Pervy,Uchiha,1
2886,Pervy,Rasengen,1
2887,Orochimaru,Uchiha,1
2888,Pervy,Tsukuyomi,1
2889,CHOJI,Naruto,1
2890,Byakugan,Fist,1
2891,Byakugan,Matsuri,1
2892,Raiga,Rock,1
2893,CHOJI,Sakura,1
2894,Byakugan,Genin,1
2895,Raido,Shikamaru,1
2896,Owashi,Tsunade,1
2897,Pervy,Raiga,1
2898,Byakugan,Ino-Shika-Cho,1
2899,CHOJI,Choji,1
2900,Byakugan,–,1
2901,Byakugan,the,1
2902,Nawaki,Pervy,1
2903,Natsuhi,Tsunade,1
2904,Natsuhi,Yotaka,1
2905,Choji,Rasengen,1
2906,Natsuhi,the,1
2907,Chunin,Chunins,1
2908,Choji,–,1
2909,Choji,~FATSO,1
2910,Choji,The,1
2911,Owashi,Sasuke,1
2912,Choji,Tenten,1
2913,Choji,Shun,1
2914,Natsuhiboshi,Neji,1
2915,Orochimaru,Shino,1
2916,Iruka,Oli,1
2917,Pervy,Sharingan,1
2918,Owashi,Tenten,1
2919,Byakugan,Hokuto,1
2920,Byakugan,Grandma,1
2921,Pervy,this,1
2922,Byakugan,Suzumebachi,1
2923,Byakugan,Puppet,1
2924,Carpenter,Sakura,1
2925,Byakugan,Raiga,1
2926,Byakugan,Moso,1
2927,Pervy,Sarutobi,1
2928,Byakugan,Ninja,1
2929,Raiga,Shinobi,1
2930,Byakugan,Mizura,1
2931,Bushy-Brow's,The,1
2932,Byakugan,Shadow,1
2933,Bushy-Brow's,Lee,1
2934,Chakra,Chidori,1
2935,Cha,–,1
2936,Pervy,Sage,1
2937,Cha,Sakura,1
2938,Byakugan,Menma,1
2939,Byakugan,Carpenter,1
2940,Cha,Naruto,1
2941,Byakugan,Toki,1
2942,Byakugan,Tenten,1
2943,Byakugan,The,1
2944,Byakugan,K-Kurenai,1
2945,Punk,Sasuke,1
2946,Pervy,Rogue,1
2947,Pervy,that,1
2948,Byakugan,Tunneling,1
2949,Punk,The,1
2950,Owashi,Wandering,1
2951,Byakugan,Ino,1
2952,Raido,Rock,1
2953,Pervert,Pervy,1
2954,Raido,SAKE,1
2955,Raido,Sasuke,1
2956,Byakugan,Karashi,1
2957,Byakugan,Chakra,1
2958,Orochimaru,Zaku,1
2959,Chunin,Crow,1
2960,Chunin,Grandfather,1
2961,Natsuhi,Rogue,1
2962,Naruto,squirt,1
2963,Naruto,bunny,1
2964,Naruto,d,1
2965,Chunin,Murakumo,1
2966,Chunin,Lee,1
2967,Naruto,lsaribi,1
2968,Chunin,Konohamaru,1
2969,Chunin,Kazekage,1
2970,Chunin,Kamizuru,1
2971,Chunin,Ninjas,1
2972,Chunin,Kabuto,1
2973,Naruto,this,1
2974,Chunin,Tazuna,1
2975,Chunin,Temari,1
2976,Chunins,Shinobi,1
2977,Naruto,Yashamaru,1
2978,Cursed,the,1
2979,Naruto,bro,1
2980,Chunin,Sarutobi,1
2981,Cursed,That,1
2982,Chichiyasu,Naruto,1
2983,Ole,Temari,1
2984,Chidori,Kankuro,1
2985,Chidori,Ino,1
2986,Old,Sannin,1
2987,Chichiyasu,Tsunade,1
2988,Oli,Sakura,1
2989,Oli,Sarutobi,1
2990,Oli,Sensei,1
2991,Chunin,Sensei,1
2992,Oli,Sharingan,1
2993,Chakras,Sensei,1
2994,Chakras,Lee,1
2995,Oli,Return,1
2996,Choji,FATSO~,1
2997,Neji,Tyson,1
2998,Choji,Fatty,1
2999,Cursed,Wandering,1
3000,Cursed,Jutsu,1
3001,Natsuhi,Rasengan,1
3002,Neji,Shikaku,1
3003,Neji,Rasengan,1
3004,Neji,Rock,1
3005,Choji,Pakkun,1
3006,Neji,Roger,1
3007,Choji,JIROBO,1
3008,Neji,Seimei,1
3009,Neji,Sensei,1
3010,Choji,Ibiki,1
3011,Choji,Might,1
3012,Neji,Shizune,1
3013,Choji,Hayate,1
3014,Choji,Kinuta,1
3015,Chakra,Hoshikage,1
3016,Choji,Pervy,1
3017,Choji,Shizune,1
3018,Chunin,Guy,1
3019,Neji,Ran,1
3020,Choji,Momiji,1
3021,Cursed,Hoki,1
3022,Crow,Jonin,1
3023,Naruto,Tsukuyomi,1
3024,Crow,that,1
3025,Naruto,~FATSO,1
3026,Crow,Sasuke,1
3027,Crow,Konohamaru,1
3028,Naruto,Unkai,1
3029,Naruto,Wagarashi,1
3030,Crow,Iron,1
3031,Choji,Mystery,1
3032,Naruto,Yakitori,1
3033,Clone,Shikamaru,1
3034,Crow,Lee,1
3035,Chunin,Ibiki,1
3036,Narutos,jonin,1
3037,Chunin,Hanabi,1
3038,Choji,Orochimaru,1
3039,ldate,–,1
3040,Akagi,Bunzo,1
3041,Kagero,Pervy,1
3042,Boss,Ninja,1
3043,Sand,Sarutobi,1
3044,Brow,Ino,1
3045,Brother,Sasuke,1
3046,Sand,Tenten,1
3047,Sand,The,1
3048,Big,Ibiki,1
3049,Brothel,the,1
3050,Sannin,Shizune,1
3051,Bro,Naruto,1
3052,Sannin,the,1
3053,Sansho,Uzumaki,1
3054,Bro,Konohamaru,1
3055,Bro,Iruka,1
3056,Boss,Wasabi,1
3057,Boss,Wagarashi,1
3058,Bro,Sasuke,1
3059,Sanchez,Sasuke,1
3060,Buddha,Byakugan,1
3061,Sanchez,Temari,1
3062,Buddha,Fang,1
3063,Billboard,Gaara,1
3064,Boss,Hokage,1
3065,Bones,Kimimaro,1
3066,Blaze,Naruto,1
3067,Blaze,Kiba,1
3068,Blade,Rasengan,1
3069,Blade,Jutsu,1
3070,Black,Gaara,1
3071,Bikochu,Shino,1
3072,Boss,Uzumaki,1
3073,Bikochu,Rasengan,1
3074,Bikochu,Byakugan,1
3075,Sasuke,Suzumebachi,1
3076,Big,Naruto,1
3077,Sarutobi,Shino,1
3078,Boss,Sasuke,1
3079,Boss,Tenten,1
3080,Big,Genin,1
3081,Sasuke,Tora,1
3082,B-Bushy,Rock,1
3083,Big,Chunin,1
3084,Beast,The,1
3085,Beast,Sumaru,1
3086,Sasuke,Tsuchi,1
3087,Beast,Shadow,1
3088,Beast,Natsuhi,1
3089,Sasuke,Tsurugi,1
3090,Sasuke,Tyson,1
3091,Sasuke,U,1
3092,Sasuke,lnu,1
3093,Beast,Kujaku,1
3094,Beast,Kiba,1
3095,Beast,Hokuto,1
3096,Bastard,Wagarashi,1
3097,Bastard,Tsunade,1
3098,Bastard,Jirocho,1
3099,Sasuke,ldate,1
3100,Beast,Yotaka,1
3101,Bastard,Fukusuke,1
3102,Asuma,a,1
3103,Shadow,Shikamaru,1
3104,Seimei,The,1
3105,Sensei,Unkai,1
3106,Asuma,Sensei,1
3107,Asuma,Neji,1
3108,Sensei,lsaribi,1
3109,Sensei,–,1
3110,Asuma,Konohamaru,1
3111,Shadow,Shino,1
3112,Baki,Naruto,1
3113,Shadow,Tenten,1
3114,Shadow,The,1
3115,Shadow,Tyson,1
3116,Shadow,the,1
3117,Sharingan,The,1
3118,Asuma,Genin,1
3119,Baki,Gamabunta,1
3120,Boss,Neji,1
3121,Sarutobi,The,1
3122,Akagi,Kakashi,1
3123,Boss,Raiga,1
3124,Hokage,Raijin,1
3125,Hokage,Poccha,1
3126,Hokage,Pervy,1
3127,Hokage,Pakkun,1
3128,Kabuki,Suiko,1
3129,Hokage,Neji,1
3130,Hokage,Mondai,1
3131,Hitode,Itachi,1
3132,Kakashi,Kidomaru,1
3133,Kakashi,Kin,1
3134,Hinata,branch,1
3135,Hayate,Tyson,1
3136,Hayate,The,1
3137,Kakashi,Tori,1
3138,Hayate,Sensei,1
3139,Hayate,Sanchez,1
3140,Kakashi,Yoroi,1
3141,K-Karashi,L-Lee,1
3142,K-Karashi,Karashi,1
3143,Hokage,Roger,1
3144,Kabuto,Kekkai,1
3145,Kagero,Rasengan,1
3146,Kagero,the,1
3147,Hitsuji,Leaf,1
3148,Kagetsu,Tobei,1
3149,Kage,Kakashi,1
3150,Kabuto,Nawaki,1
3151,Hokage,Kotetsu,1
3152,Hokage,Shadow,1
3153,K-Kakashi,Kekkei,1
3154,Jutsu,Wandering,1
3155,Jutsu,Yurinojou,1
3156,Jutsu,Zabuza,1
3157,Jutsu,lt,1
3158,Hokage,Sannin,1
3159,Jutsus,Kakashi,1
3160,Hokage,Rogue,1
3161,Hayate,Sakura,1
3162,Kakashi,Zaku,1
3163,Kakashi,a,1
3164,Kakashi,Saru,1
3165,Hinata,Murakumo,1
3166,Hinata,Momiji,1
3167,Hinata,Misogi,1
3168,Hinata,Leaf,1
3169,Kakashi,Roger,1
3170,Hinata,Kurobachi,1
3171,Hinata,Kankuro,1
3172,Hinata,Jonin,1
3173,Kakashi,Ne,1
3174,Kakashi,Shadow,1
3175,Kakashi,Shikaku,1
3176,Kakashi,Tatsu,1
3177,Hiashi,Sanchez,1
3178,Daimyo,Kakashi,1
3179,Fang,Jutsu,1
3180,DOJO,Naruto,1
3181,Hinata,Shizune,1
3182,Kakashi,Moya,1
3183,Kakashi,squirt,1
3184,Kankuro,Shikamaru,1
3185,Hayate,Roger,1
3186,Hayate,Ole,1
3187,Hayate,Naruto,1
3188,Kankuro,Kunoichi,1
3189,Hayate,Jutsu,1
3190,Kankuro,Orochimaru,1
3191,Hayate,Ino,1
3192,Hatake,Ninja,1
3193,Kakashi,Moso,1
3194,Kakashi,Tiger,1
3195,Jutsu,Toad,1
3196,Hiashi,Ole,1
3197,Hidden,Hoshikage,1
3198,Kakashi,Komei,1
3199,Kakashi,Kunoichi,1
3200,Kakashi,Kurosuki,1
3201,Beast,Mizura,1
3202,Sakura,~FATSO,1
3203,Buddha,Idate,1
3204,Sakura,that,1
3205,Akamaru,Anbu,1
3206,Akahoshi,Rogue,1
3207,Akahoshi,Ninja,1
3208,Ushi,hitsuji,1
3209,Tsunade,Yotaka,1
3210,Akamaru,Iruka,1
3211,Tsunade,Yagura,1
3212,Tsunade,Uchiha,1
3213,Todoroki,na,1
3214,Akatsuki,Jutsu,1
3215,Akatsuki,Jiraiya,1
3216,Akamaru,Unkai,1
3217,Akamaru,Torpedo,1
3218,Akamaru,Sound,1
3219,Akamaru,Sensei,1
3220,Akamaru,Onbaa,1
3221,Akahoshi,Kunoichi,1
3222,Akamaru,Bikochu,1
3223,Akamaru,Buddha,1
3224,Akamaru,Crow,1
3225,Tsunade,Yurinojou,1
3226,Sakura,Sassme,1
3227,Burn,Chidori,1
3228,Sakura,Seaweed,1
3229,Sakon,Sakura,1
3230,Sharingan,bunny,1
3231,Sharingan,the,1
3232,Shikaku,Shikamaru,1
3233,Tsunade,Yurinoshin,1
3234,Tyson,the,1
3235,Tsunade,bro,1
3236,Tsunade,lruka,1
3237,Akamaru,Humph,1
3238,Akamaru,Harmonia,1
3239,Akamaru,Grandma,1
3240,Tsurugi,Yoroi,1
3241,Tsuzumi,the,1
3242,Akamaru,Oli,1
3243,Akamaru,Kimimaro,1
3244,Akamaru,Kidomaru,1
3245,A-Anko,Anko,1
3246,2K,Gaara,1
3247,-zu-ma-ki,Sakura,1
3248,-zu-ma-ki,Byakugan,1
3249,that,the,1
3250,-ter,the,1
3251,-ter,Naruto,1
3252,-ter,Harem,1
3253,Todoroki,Tsuzumi,1
3254,ponkan,–Tsukiko?,1
3255,Agari,Kiba,1
3256,Agari,Naruto,1
3257,Akagi,Shugoro,1
3258,Akagi,Senta,1
3259,Wandering,the,1
3260,Yagura,–,1
3261,Akagi,Sasuke,1
3262,2K,Naruto,1
3263,lnu,tatsu,1
3264,Transform,lruka,1
3265,Akahoshi,Byakugan,1
3266,Tsubaki,lruka,1
3267,Tsukiko,ponkan,1
3268,Tsukiko,the,1
3269,Tsukiko,–Tsukiko?,1
3270,Tsunada,–,1
3271,Akamaru,Misogi,1
3272,Akahoshi,Granny,1
3273,Ushi,uma,1
3274,A-Anko,Naruto,1
3275,Agari,Hokage,1
3276,Agari,Hinata,1
3277,Abumi,the,1
3278,Abumi,Sakura,1
3279,mi,tatsu,1
3280,Abumi,Naruto,1
3281,A-Anko,Shino,1
3282,Burn,Dan,1
3283,Sakon,Willow,1
3284,Sakon,Tunneling,1
3285,Bushy,The,1
3286,Bushy,Ranmaru,1
3287,Rasengan,Sakon,1
3288,Bushy,the,1
3289,Bushy,U-zu-ma-ki,1
3290,Bushy,Tsuzumi,1
3291,Bushy,Todoroki,1
3292,Rasengan,Tunneling,1
3293,Rasengen,Sakura,1
3294,Rock,Todoroki,1
3295,Bushy,Harmonia,1
3296,Bushy,Sansho,1
3297,Renga,Yurinojou,1
3298,Rock,Roger,1
3299,Rock,SAKE,1
3300,Bushy,Sand,1
3301,Rock,Sand,1
3302,Rock,The,1
3303,Rock,Tsuzumi,1
3304,Bushy,Rokkaku,1
3305,Roger,The,1
3306,Rock,Uzumaki,1
3307,Rock,Yakumo,1
3308,Rock,the,1
3309,Rock,–,1
3310,Roger,Rogue,1
3311,Roger,Sakura,1
3312,Bushy,Leaf,1
3313,Roger,Tsuzumi,1
3314,Rokkaku,Sensei,1
3315,Roger,the,1
3316,Bushy,Jako,1
3317,Rogue,Sharingan,1
3318,Bushy,Intense,1
3319,Rogue,The,1
3320,Rogue,the,1
3321,Rokkaku,Ryudouin,1
3322,Bushy,Rokusuke,1
3323,Rock,Sensei,1
3324,Burn,Konohomaru,1
3325,Ryuko,Wasabi,1
3326,Sakura,roger,1
3327,Buddha,Kidomaru,1
3328,Sharingan,a,1
3329,Bunzo,Naruto,1
3330,Sakura,Secret,1
3331,Bushy,Crow,1
3332,Ryuko,Wagarashi,1
3333,Bushy,Bushy-Brows,1
3334,Buddha,Ino-Shika-Cho,1
3335,Burn,a,1
3336,Sagi,Shikamaru,1
3337,Sagi,Tsunade,1
3338,Burn,Rasengan,1
3339,Sakura,Shinobi,1
3340,Burn,Nawaki,1
3341,Burn,Lee,1
3342,Sakura,lt,1
3343,Sakura,lno,1
3344,Renga,Ruiga,1
3345,Sakura,Transform,1
3346,Bushy,Grandpa,1
3347,Rokusuke,The,1
3348,Bushy,Genin,1
3349,Sakura,Sound,1
3350,Buddy,Kiba,1
3351,Buddha,Tayuya,1
3352,Buddha,Sakon,1
3353,Buddha,Roger,1
3354,Buddha,Jirobo,1
3355,Buddha,Orochimaru,1
3356,Buddha,Neji,1
3357,Sakura,Shura,1
3358,Sakura,Ya,1
3359,Buddha,Kakashi,1
3360,Buddha,Jirocho,1
3361,Buddha,Jirochi,1
3362,Intense,Sakura,1
